tag_id,general_class,sub_class,color
15206,small vehicle,hatchback,white
38170,small vehicle,pickup,other
26966,small vehicle,sedan,red
23423,small vehicle,hatchback,other
10107,small vehicle,pickup,white
34422,small vehicle,minivan,white
38709,small vehicle,sedan,other
39167,small vehicle,sedan,white
17772,small vehicle,sedan,other
33126,small vehicle,sedan,silver/grey
14979,large vehicle,light truck,white
26204,large vehicle,light truck,white
31010,large vehicle,truck,white
37660,small vehicle,hatchback,white
24441,small vehicle,sedan,white
27561,small vehicle,sedan,red
32496,small vehicle,hatchback,white
19523,small vehicle,van,white
20099,small vehicle,sedan,white
30896,small vehicle,sedan,silver/grey
19115,small vehicle,sedan,white
34174,small vehicle,van,white
26403,small vehicle,sedan,white
31443,small vehicle,sedan,white
30956,small vehicle,sedan,silver/grey
29450,small vehicle,sedan,black
37796,large vehicle,truck,white
22149,small vehicle,sedan,white
10129,small vehicle,hatchback,white
13914,small vehicle,sedan,red
39759,small vehicle,pickup,white
20507,small vehicle,pickup,white
17294,small vehicle,hatchback,white
37973,small vehicle,sedan,white
21780,small vehicle,sedan,yellow
20688,small vehicle,sedan,yellow
11174,small vehicle,pickup,white
36558,small vehicle,sedan,white
38026,small vehicle,sedan,white
20225,small vehicle,jeep,red
10400,small vehicle,sedan,white
37207,small vehicle,sedan,white
36621,small vehicle,sedan,white
36703,small vehicle,sedan,white
25267,large vehicle,light truck,white
15617,small vehicle,hatchback,white
13754,small vehicle,jeep,white
21806,small vehicle,sedan,silver/grey
28826,small vehicle,sedan,white
29924,small vehicle,jeep,white
13526,small vehicle,van,white
12874,small vehicle,sedan,white
18447,small vehicle,van,white
26652,small vehicle,sedan,white
24227,small vehicle,jeep,white
37751,small vehicle,hatchback,blue
29656,small vehicle,jeep,white
15175,large vehicle,light truck,yellow
30146,large vehicle,light truck,white
30466,small vehicle,sedan,white
32588,small vehicle,hatchback,white
23958,small vehicle,sedan,white
25854,small vehicle,sedan,white
25097,small vehicle,sedan,white
11389,small vehicle,hatchback,white
16454,small vehicle,sedan,white
23536,small vehicle,sedan,yellow
13064,small vehicle,sedan,silver/grey
26258,small vehicle,sedan,yellow
39958,small vehicle,sedan,white
32892,small vehicle,sedan,yellow
38265,small vehicle,sedan,white
10476,small vehicle,sedan,red
12096,small vehicle,sedan,white
37137,small vehicle,hatchback,white
25613,small vehicle,sedan,white
32175,small vehicle,sedan,blue
26500,small vehicle,sedan,blue
31430,small vehicle,sedan,white
13452,small vehicle,sedan,yellow
31554,small vehicle,hatchback,white
12539,small vehicle,hatchback,red
27824,small vehicle,sedan,black
33108,small vehicle,sedan,yellow
15839,small vehicle,sedan,white
36022,small vehicle,sedan,white
10099,large vehicle,bus,white
32692,large vehicle,light truck,white
22241,large vehicle,light truck,white
20738,large vehicle,bus,white
14969,large vehicle,bus,white
37590,large vehicle,crane truck,white
21142,small vehicle,van,white
16098,small vehicle,sedan,white
14371,small vehicle,sedan,yellow
19164,small vehicle,sedan,silver/grey
27209,small vehicle,hatchback,white
34020,small vehicle,sedan,white
12637,small vehicle,sedan,black
21012,small vehicle,sedan,white
22283,small vehicle,sedan,white
25836,small vehicle,jeep,white
14284,small vehicle,sedan,white
35663,small vehicle,van,yellow
16763,small vehicle,sedan,white
32525,small vehicle,hatchback,red
26836,small vehicle,minivan,silver/grey
38604,small vehicle,sedan,yellow
28037,small vehicle,sedan,yellow
10209,small vehicle,sedan,white
37012,small vehicle,sedan,silver/grey
36077,small vehicle,sedan,black
27669,small vehicle,sedan,white
16550,small vehicle,sedan,yellow
18802,small vehicle,sedan,white
20054,small vehicle,hatchback,white
29368,small vehicle,van,white
38446,small vehicle,sedan,white
27682,small vehicle,sedan,white
37589,small vehicle,sedan,white
13481,small vehicle,sedan,black
32693,small vehicle,pickup,yellow
12712,small vehicle,sedan,white
26526,small vehicle,sedan,black
21507,small vehicle,sedan,white
28551,small vehicle,sedan,white
26785,small vehicle,hatchback,blue
23182,small vehicle,jeep,white
38636,small vehicle,sedan,yellow
25795,small vehicle,sedan,yellow
13234,small vehicle,sedan,silver/grey
24458,small vehicle,van,white
12708,small vehicle,sedan,blue
38776,small vehicle,jeep,white
11407,small vehicle,sedan,white
17209,small vehicle,hatchback,white
19215,small vehicle,sedan,white
38688,small vehicle,jeep,white
23603,small vehicle,pickup,white
23658,small vehicle,sedan,white
35435,small vehicle,sedan,white
10564,small vehicle,sedan,red
30460,small vehicle,sedan,white
19117,small vehicle,jeep,white
39692,small vehicle,sedan,white
37429,small vehicle,sedan,white
22974,small vehicle,sedan,white
21480,small vehicle,sedan,white
21710,small vehicle,sedan,red
16331,small vehicle,jeep,white
36127,small vehicle,sedan,white
18094,small vehicle,sedan,blue
16557,small vehicle,van,white
24061,large vehicle,truck,silver/grey
11683,large vehicle,light truck,white
12749,large vehicle,light truck,white
33366,small vehicle,sedan,white
23406,small vehicle,sedan,silver/grey
11207,small vehicle,sedan,yellow
34087,small vehicle,minivan,yellow
29936,small vehicle,sedan,yellow
33764,small vehicle,hatchback,white
23993,small vehicle,sedan,silver/grey
14310,small vehicle,sedan,red
28679,small vehicle,sedan,red
10039,small vehicle,sedan,silver/grey
21361,small vehicle,jeep,white
35996,small vehicle,sedan,yellow
14948,small vehicle,sedan,silver/grey
19854,small vehicle,sedan,silver/grey
28791,small vehicle,sedan,yellow
14787,small vehicle,sedan,yellow
22565,small vehicle,sedan,yellow
13487,small vehicle,sedan,yellow
30431,small vehicle,sedan,white
10405,small vehicle,minivan,yellow
10130,small vehicle,sedan,white
14414,small vehicle,pickup,white
30062,small vehicle,hatchback,white
17782,small vehicle,sedan,white
17905,large vehicle,light truck,white
14328,large vehicle,light truck,silver/grey
36014,large vehicle,light truck,white
33972,large vehicle,truck,green
12709,large vehicle,light truck,white
15114,small vehicle,hatchback,silver/grey
24400,small vehicle,sedan,white
11034,small vehicle,hatchback,white
20945,small vehicle,hatchback,silver/grey
27355,small vehicle,sedan,white
22425,small vehicle,van,white
38470,small vehicle,sedan,white
11996,small vehicle,sedan,white
31983,small vehicle,sedan,white
10472,small vehicle,hatchback,red
34371,small vehicle,van,white
14336,small vehicle,sedan,white
32598,small vehicle,hatchback,silver/grey
22179,small vehicle,sedan,white
14389,small vehicle,van,yellow
19646,small vehicle,pickup,red
29806,small vehicle,sedan,yellow
27765,small vehicle,sedan,yellow
18434,small vehicle,sedan,white
16465,small vehicle,hatchback,white
20117,small vehicle,jeep,white
36968,small vehicle,sedan,white
25805,small vehicle,sedan,black
20280,small vehicle,sedan,white
15588,small vehicle,sedan,red
10777,small vehicle,sedan,silver/grey
11119,small vehicle,van,white
21088,small vehicle,hatchback,white
26264,small vehicle,sedan,white
29141,small vehicle,sedan,white
37671,small vehicle,sedan,white
33180,small vehicle,hatchback,white
36342,small vehicle,sedan,white
14077,small vehicle,sedan,silver/grey
30779,small vehicle,sedan,silver/grey
10232,small vehicle,hatchback,white
39108,large vehicle,truck,white
11130,large vehicle,light truck,white
19182,large vehicle,light truck,white
35085,large vehicle,light truck,white
11220,large vehicle,truck,white
39615,small vehicle,jeep,silver/grey
36243,small vehicle,hatchback,silver/grey
14235,small vehicle,sedan,white
26913,small vehicle,pickup,white
23878,small vehicle,sedan,red
10871,small vehicle,pickup,white
25739,small vehicle,sedan,white
12146,small vehicle,sedan,white
36877,small vehicle,hatchback,white
20079,small vehicle,hatchback,silver/grey
34674,small vehicle,sedan,yellow
18541,small vehicle,pickup,white
20380,small vehicle,hatchback,silver/grey
17580,small vehicle,minivan,white
18263,small vehicle,sedan,white
26610,small vehicle,sedan,red
36824,small vehicle,minivan,white
29795,small vehicle,hatchback,white
16285,small vehicle,sedan,red
11959,small vehicle,sedan,silver/grey
32961,small vehicle,hatchback,white
39823,small vehicle,hatchback,silver/grey
25226,small vehicle,hatchback,white
15252,small vehicle,hatchback,black
27663,small vehicle,pickup,green
23575,small vehicle,hatchback,black
32889,small vehicle,hatchback,white
17255,small vehicle,sedan,white
37469,small vehicle,sedan,black
23697,small vehicle,hatchback,black
25163,small vehicle,sedan,white
35132,small vehicle,sedan,silver/grey
13395,small vehicle,hatchback,yellow
30721,large vehicle,truck,green
16669,large vehicle,light truck,white
17598,large vehicle,light truck,red
17873,small vehicle,sedan,yellow
29845,small vehicle,sedan,yellow
22924,small vehicle,sedan,white
14018,small vehicle,hatchback,white
10961,small vehicle,sedan,blue
37367,small vehicle,jeep,white
20387,small vehicle,pickup,silver/grey
39987,small vehicle,sedan,black
11565,small vehicle,sedan,white
24244,small vehicle,sedan,blue
12319,small vehicle,sedan,white
18727,small vehicle,hatchback,black
22932,small vehicle,sedan,yellow
16890,small vehicle,sedan,white
31668,small vehicle,van,white
15219,small vehicle,sedan,white
33683,large vehicle,light truck,blue
30319,large vehicle,light truck,yellow
20132,large vehicle,light truck,white
35446,large vehicle,light truck,white
22876,small vehicle,sedan,white
21010,small vehicle,sedan,white
23224,small vehicle,minivan,white
36376,small vehicle,sedan,white
34387,small vehicle,sedan,red
21471,small vehicle,sedan,black
25185,small vehicle,sedan,white
38979,small vehicle,jeep,white
17002,small vehicle,sedan,silver/grey
13775,small vehicle,van,white
20007,small vehicle,hatchback,silver/grey
38913,small vehicle,sedan,white
17449,small vehicle,sedan,white
24353,small vehicle,van,silver/grey
26452,large vehicle,light truck,white
17688,large vehicle,light truck,white
31325,small vehicle,sedan,black
12912,small vehicle,sedan,white
34337,small vehicle,sedan,white
39646,small vehicle,sedan,silver/grey
15433,small vehicle,hatchback,white
30958,small vehicle,sedan,silver/grey
35253,small vehicle,sedan,white
25154,small vehicle,van,white
35956,small vehicle,jeep,white
26821,small vehicle,sedan,white
15581,small vehicle,sedan,white
33357,large vehicle,light truck,other
25057,large vehicle,crane truck,silver/grey
19476,small vehicle,sedan,white
37379,small vehicle,minivan,black
21530,small vehicle,sedan,other
26680,small vehicle,sedan,blue
29007,small vehicle,jeep,silver/grey
26320,small vehicle,jeep,silver/grey
32623,small vehicle,sedan,yellow
28839,small vehicle,sedan,white
32072,small vehicle,van,yellow
10394,small vehicle,sedan,white
17261,small vehicle,sedan,silver/grey
37567,small vehicle,hatchback,white
30733,small vehicle,hatchback,silver/grey
15260,small vehicle,sedan,silver/grey
10617,small vehicle,sedan,white
25139,small vehicle,sedan,white
30288,large vehicle,light truck,white
22583,large vehicle,light truck,white
30556,large vehicle,light truck,white
11008,large vehicle,light truck,white
29609,large vehicle,light truck,white
25853,small vehicle,van,silver/grey
14926,small vehicle,van,white
13643,small vehicle,sedan,red
16703,small vehicle,hatchback,silver/grey
13814,small vehicle,sedan,silver/grey
21192,small vehicle,hatchback,white
28903,small vehicle,jeep,white
35337,small vehicle,hatchback,silver/grey
12133,small vehicle,van,white
35507,small vehicle,sedan,black
25370,small vehicle,sedan,red
10844,small vehicle,van,white
15817,small vehicle,sedan,white
29671,small vehicle,sedan,silver/grey
13196,small vehicle,sedan,silver/grey
16431,small vehicle,sedan,silver/grey
13016,small vehicle,jeep,white
16628,small vehicle,sedan,white
36682,small vehicle,sedan,white
23370,small vehicle,jeep,red
11316,small vehicle,sedan,silver/grey
32303,small vehicle,sedan,yellow
25465,small vehicle,hatchback,white
33776,small vehicle,sedan,silver/grey
15291,small vehicle,sedan,silver/grey
26797,small vehicle,pickup,silver/grey
23770,small vehicle,sedan,yellow
19784,small vehicle,sedan,yellow
23042,small vehicle,sedan,white
23227,small vehicle,sedan,white
27413,small vehicle,van,white
38035,small vehicle,sedan,black
19642,small vehicle,sedan,white
27518,small vehicle,sedan,white
15724,small vehicle,sedan,yellow
28006,small vehicle,sedan,white
37893,small vehicle,van,white
15108,small vehicle,jeep,white
18506,small vehicle,sedan,silver/grey
29309,large vehicle,truck,white
35854,large vehicle,light truck,yellow
10541,large vehicle,light truck,green
12248,small vehicle,van,white
10019,small vehicle,sedan,white
11209,small vehicle,sedan,black
24769,small vehicle,sedan,white
28184,small vehicle,sedan,white
18130,small vehicle,van,yellow
23717,small vehicle,sedan,silver/grey
22262,small vehicle,sedan,white
15387,small vehicle,sedan,silver/grey
12759,small vehicle,sedan,white
16267,small vehicle,sedan,black
31825,small vehicle,sedan,silver/grey
14246,large vehicle,light truck,white
32568,small vehicle,sedan,white
28210,small vehicle,van,yellow
31195,small vehicle,sedan,white
30152,small vehicle,sedan,white
21807,small vehicle,van,yellow
23879,small vehicle,van,yellow
23371,small vehicle,jeep,silver/grey
24454,small vehicle,hatchback,white
21469,small vehicle,sedan,silver/grey
23303,large vehicle,truck,white
12819,large vehicle,light truck,white
34143,small vehicle,sedan,white
14610,small vehicle,hatchback,black
26365,small vehicle,sedan,other
27266,small vehicle,sedan,silver/grey
28139,small vehicle,hatchback,silver/grey
23583,small vehicle,hatchback,silver/grey
34474,small vehicle,sedan,silver/grey
10973,small vehicle,sedan,white
20638,small vehicle,hatchback,white
35230,small vehicle,sedan,silver/grey
21410,small vehicle,sedan,silver/grey
37727,small vehicle,sedan,black
39393,small vehicle,sedan,yellow
20598,large vehicle,truck,white
32808,large vehicle,truck,yellow
27177,large vehicle,light truck,red
28659,large vehicle,truck,white
39161,large vehicle,light truck,green
33746,large vehicle,truck,white
13032,large vehicle,light truck,white
38994,small vehicle,hatchback,white
15141,small vehicle,sedan,yellow
32351,small vehicle,sedan,red
22576,small vehicle,sedan,white
34857,small vehicle,hatchback,red
11915,small vehicle,sedan,silver/grey
17453,small vehicle,pickup,white
25687,small vehicle,pickup,white
15103,small vehicle,sedan,silver/grey
11909,small vehicle,sedan,yellow
30403,small vehicle,sedan,white
14226,small vehicle,sedan,white
37320,small vehicle,sedan,silver/grey
21403,small vehicle,hatchback,white
21315,small vehicle,sedan,white
37700,small vehicle,sedan,white
16670,small vehicle,sedan,yellow
18290,small vehicle,sedan,white
30622,small vehicle,minivan,white
35804,small vehicle,hatchback,white
20529,small vehicle,sedan,white
31336,small vehicle,sedan,yellow
33478,small vehicle,pickup,white
22199,small vehicle,hatchback,white
19542,small vehicle,sedan,yellow
18531,small vehicle,sedan,yellow
22604,small vehicle,jeep,white
25135,small vehicle,hatchback,green
12121,large vehicle,truck,white
13719,large vehicle,light truck,white
12111,large vehicle,light truck,white
16291,large vehicle,light truck,white
33034,large vehicle,light truck,white
21478,small vehicle,hatchback,white
31297,small vehicle,sedan,white
19225,small vehicle,sedan,white
32970,small vehicle,sedan,yellow
16005,small vehicle,hatchback,silver/grey
32702,small vehicle,hatchback,silver/grey
15584,small vehicle,hatchback,black
37776,small vehicle,hatchback,white
39556,small vehicle,sedan,white
16000,small vehicle,hatchback,white
31788,large vehicle,light truck,white
20421,large vehicle,truck,white
30932,large vehicle,light truck,white
36532,large vehicle,light truck,yellow
22935,large vehicle,light truck,black
19273,small vehicle,van,white
31828,small vehicle,hatchback,silver/grey
31184,small vehicle,pickup,silver/grey
36265,small vehicle,hatchback,white
37715,small vehicle,sedan,white
33331,small vehicle,sedan,blue
12406,small vehicle,sedan,white
35878,small vehicle,hatchback,white
25258,small vehicle,sedan,white
31473,small vehicle,hatchback,white
19561,small vehicle,van,yellow
24060,small vehicle,hatchback,white
25079,small vehicle,hatchback,white
26040,small vehicle,sedan,white
30483,small vehicle,sedan,silver/grey
19318,small vehicle,pickup,white
24368,small vehicle,sedan,white
32971,small vehicle,hatchback,white
26667,small vehicle,sedan,white
15302,small vehicle,jeep,silver/grey
21873,small vehicle,pickup,white
17407,large vehicle,light truck,silver/grey
25161,large vehicle,dedicated agricultural vehicle,yellow
38726,small vehicle,sedan,white
12302,small vehicle,sedan,blue
16109,small vehicle,sedan,white
10468,small vehicle,sedan,black
38769,small vehicle,sedan,white
20373,small vehicle,hatchback,white
25747,small vehicle,sedan,white
22287,small vehicle,jeep,white
24527,small vehicle,sedan,white
13293,small vehicle,sedan,white
21662,small vehicle,hatchback,white
27646,small vehicle,sedan,white
23020,small vehicle,hatchback,white
25625,small vehicle,jeep,white
20589,small vehicle,hatchback,white
25946,large vehicle,light truck,white
30704,large vehicle,truck,white
19157,small vehicle,sedan,white
19562,small vehicle,sedan,white
33465,small vehicle,van,white
13077,small vehicle,pickup,white
19374,small vehicle,sedan,yellow
38422,small vehicle,sedan,white
19131,small vehicle,sedan,white
37791,small vehicle,hatchback,white
37237,small vehicle,hatchback,silver/grey
33117,small vehicle,sedan,white
19319,small vehicle,jeep,white
33267,small vehicle,pickup,other
18002,small vehicle,sedan,white
20420,small vehicle,sedan,red
29236,small vehicle,hatchback,red
18057,small vehicle,sedan,white
38536,small vehicle,van,other
17975,small vehicle,sedan,white
18742,small vehicle,sedan,white
25792,small vehicle,sedan,white
22470,small vehicle,sedan,white
18199,small vehicle,hatchback,white
30479,small vehicle,sedan,white
30780,small vehicle,sedan,silver/grey
30841,small vehicle,van,white
18186,small vehicle,van,white
31244,small vehicle,sedan,black
33244,small vehicle,hatchback,silver/grey
11689,small vehicle,sedan,silver/grey
24415,small vehicle,sedan,silver/grey
12416,small vehicle,hatchback,black
19010,small vehicle,jeep,other
37169,small vehicle,jeep,silver/grey
27190,small vehicle,sedan,silver/grey
17766,small vehicle,hatchback,white
14283,small vehicle,jeep,white
29617,small vehicle,sedan,silver/grey
36494,small vehicle,sedan,white
31326,small vehicle,jeep,silver/grey
14411,small vehicle,jeep,white
28751,small vehicle,jeep,black
21372,small vehicle,hatchback,silver/grey
19999,small vehicle,hatchback,silver/grey
28066,small vehicle,hatchback,silver/grey
34988,small vehicle,sedan,white
30245,small vehicle,sedan,silver/grey
19249,small vehicle,sedan,blue
24268,small vehicle,sedan,black
38474,small vehicle,sedan,white
24658,small vehicle,sedan,white
32690,small vehicle,sedan,white
27945,small vehicle,sedan,white
11863,small vehicle,sedan,other
12755,small vehicle,hatchback,blue
27788,small vehicle,hatchback,red
26070,small vehicle,jeep,silver/grey
11939,small vehicle,sedan,silver/grey
36955,small vehicle,hatchback,silver/grey
17865,small vehicle,hatchback,silver/grey
36163,small vehicle,sedan,other
34768,small vehicle,sedan,green
32014,small vehicle,sedan,silver/grey
14233,small vehicle,hatchback,blue
14661,small vehicle,sedan,black
34113,small vehicle,sedan,other
39877,small vehicle,sedan,white
11134,small vehicle,minivan,white
32774,small vehicle,sedan,red
38809,small vehicle,hatchback,black
21572,small vehicle,sedan,silver/grey
30945,small vehicle,jeep,silver/grey
15618,small vehicle,sedan,white
31582,small vehicle,sedan,white
17653,small vehicle,sedan,silver/grey
23739,small vehicle,jeep,silver/grey
10981,small vehicle,minivan,white
27286,small vehicle,sedan,white
