tag_id,general_class,sub_class,color
38446,small vehicle,sedan,white
27682,small vehicle,sedan,white
37589,small vehicle,sedan,white
13481,small vehicle,sedan,black
12712,small vehicle,sedan,white
26526,small vehicle,sedan,black
28551,small vehicle,sedan,white
26785,small vehicle,hatchback,blue
23182,small vehicle,jeep,white
38636,small vehicle,sedan,yellow
13234,small vehicle,sedan,silver/grey
24458,small vehicle,van,white
12708,small vehicle,sedan,blue
38776,small vehicle,jeep,white
11407,small vehicle,sedan,white
38688,small vehicle,jeep,white
23658,small vehicle,sedan,white
35435,small vehicle,sedan,white
10564,small vehicle,sedan,red
30460,small vehicle,sedan,white
39692,small vehicle,sedan,white
37429,small vehicle,sedan,white
21480,small vehicle,sedan,white
21710,small vehicle,sedan,red
36127,small vehicle,sedan,white
16557,small vehicle,van,white
24061,large vehicle,truck,silver/grey
12749,large vehicle,light truck,white
33366,small vehicle,sedan,white
23406,small vehicle,sedan,silver/grey
34087,small vehicle,minivan,yellow
33764,small vehicle,hatchback,white
23993,small vehicle,sedan,silver/grey
14310,small vehicle,sedan,red
28679,small vehicle,sedan,red
19854,small vehicle,sedan,silver/grey
28791,small vehicle,sedan,yellow
14787,small vehicle,sedan,yellow
22565,small vehicle,sedan,yellow
30431,small vehicle,sedan,white
10405,small vehicle,minivan,yellow
10130,small vehicle,sedan,white
14414,small vehicle,pickup,white
17782,small vehicle,sedan,white
17905,large vehicle,light truck,white
14328,large vehicle,light truck,silver/grey
36014,large vehicle,light truck,white
33972,large vehicle,truck,green
12709,large vehicle,light truck,white
15114,small vehicle,hatchback,silver/grey
11034,small vehicle,hatchback,white
27355,small vehicle,sedan,white
22425,small vehicle,van,white
11996,small vehicle,sedan,white
31983,small vehicle,sedan,white
10472,small vehicle,hatchback,red
32598,small vehicle,hatchback,silver/grey
19646,small vehicle,pickup,red
29806,small vehicle,sedan,yellow
18434,small vehicle,sedan,white
16465,small vehicle,hatchback,white
20117,small vehicle,jeep,white
36968,small vehicle,sedan,white
25805,small vehicle,sedan,black
15588,small vehicle,sedan,red
10777,small vehicle,sedan,silver/grey
21088,small vehicle,hatchback,white
30779,small vehicle,sedan,silver/grey
10232,small vehicle,hatchback,white
11130,large vehicle,light truck,white
19182,large vehicle,light truck,white
35085,large vehicle,light truck,white
11220,large vehicle,truck,white
39615,small vehicle,jeep,silver/grey
26913,small vehicle,pickup,white
23878,small vehicle,sedan,red
10871,small vehicle,pickup,white
20079,small vehicle,hatchback,silver/grey
34674,small vehicle,sedan,yellow
18541,small vehicle,pickup,white
20380,small vehicle,hatchback,silver/grey
17580,small vehicle,minivan,white
18263,small vehicle,sedan,white
26610,small vehicle,sedan,red
36824,small vehicle,minivan,white
11959,small vehicle,sedan,silver/grey
25226,small vehicle,hatchback,white
15252,small vehicle,hatchback,black
27663,small vehicle,pickup,green
23575,small vehicle,hatchback,black
32889,small vehicle,hatchback,white
17255,small vehicle,sedan,white
37469,small vehicle,sedan,black
25163,small vehicle,sedan,white
35132,small vehicle,sedan,silver/grey
13395,small vehicle,hatchback,yellow
30721,large vehicle,truck,green
17598,large vehicle,light truck,red
22924,small vehicle,sedan,white
14018,small vehicle,hatchback,white
10961,small vehicle,sedan,blue
12319,small vehicle,sedan,white
18727,small vehicle,hatchback,black
16890,small vehicle,sedan,white
31668,small vehicle,van,white
30319,large vehicle,light truck,yellow
20132,large vehicle,light truck,white
35446,large vehicle,light truck,white
22876,small vehicle,sedan,white
21010,small vehicle,sedan,white
36376,small vehicle,sedan,white
21471,small vehicle,sedan,black
25185,small vehicle,sedan,white
38979,small vehicle,jeep,white
17002,small vehicle,sedan,silver/grey
13775,small vehicle,van,white
38913,small vehicle,sedan,white
17449,small vehicle,sedan,white
26452,large vehicle,light truck,white
34337,small vehicle,sedan,white
39646,small vehicle,sedan,silver/grey
15433,small vehicle,hatchback,white
35253,small vehicle,sedan,white
25154,small vehicle,van,white
35956,small vehicle,jeep,white
26821,small vehicle,sedan,white
25057,large vehicle,other,silver/grey
19476,small vehicle,sedan,white
37379,small vehicle,minivan,black
21530,small vehicle,sedan,other
28839,small vehicle,sedan,white
32072,small vehicle,van,yellow
10394,small vehicle,sedan,white
30733,small vehicle,hatchback,silver/grey
15260,small vehicle,sedan,silver/grey
10617,small vehicle,sedan,white
25139,small vehicle,sedan,white
30288,large vehicle,light truck,white
22583,large vehicle,light truck,white
30556,large vehicle,light truck,white
11008,large vehicle,light truck,white
14926,small vehicle,van,white
16703,small vehicle,hatchback,silver/grey
13814,small vehicle,sedan,silver/grey
21192,small vehicle,hatchback,white
28903,small vehicle,jeep,white
35337,small vehicle,hatchback,silver/grey
12133,small vehicle,van,white
35507,small vehicle,sedan,black
15817,small vehicle,sedan,white
29671,small vehicle,sedan,silver/grey
13196,small vehicle,sedan,silver/grey
13016,small vehicle,jeep,white
16628,small vehicle,sedan,white
36682,small vehicle,sedan,white
11316,small vehicle,sedan,silver/grey
25465,small vehicle,hatchback,white
33776,small vehicle,sedan,silver/grey
26797,small vehicle,pickup,silver/grey
19784,small vehicle,sedan,yellow
23042,small vehicle,sedan,white
23227,small vehicle,sedan,white
27413,small vehicle,van,white
38035,small vehicle,sedan,black
19642,small vehicle,sedan,white
27518,small vehicle,sedan,white
37893,small vehicle,van,white
15108,small vehicle,jeep,white
18506,small vehicle,sedan,silver/grey
29309,large vehicle,truck,white
10541,large vehicle,light truck,green
12248,small vehicle,van,white
10019,small vehicle,sedan,white
11209,small vehicle,sedan,black
24769,small vehicle,sedan,white
28184,small vehicle,sedan,white
18130,small vehicle,van,yellow
23717,small vehicle,sedan,silver/grey
15387,small vehicle,sedan,silver/grey
12759,small vehicle,sedan,white
31825,small vehicle,sedan,silver/grey
14246,large vehicle,light truck,white
32568,small vehicle,sedan,white
31195,small vehicle,sedan,white
30152,small vehicle,sedan,white
21807,small vehicle,van,yellow
23371,small vehicle,jeep,silver/grey
21469,small vehicle,sedan,silver/grey
23303,large vehicle,truck,white
34143,small vehicle,sedan,white
14610,small vehicle,hatchback,black
27266,small vehicle,sedan,silver/grey
28139,small vehicle,hatchback,silver/grey
23583,small vehicle,hatchback,silver/grey
34474,small vehicle,sedan,silver/grey
35230,small vehicle,sedan,silver/grey
37727,small vehicle,sedan,black
32808,large vehicle,truck,yellow
27177,large vehicle,light truck,red
28659,large vehicle,truck,white
39161,large vehicle,light truck,green
33746,large vehicle,truck,white
38994,small vehicle,hatchback,white
15141,small vehicle,sedan,yellow
32351,small vehicle,sedan,red
22576,small vehicle,sedan,white
34857,small vehicle,hatchback,red
11915,small vehicle,sedan,silver/grey
25687,small vehicle,pickup,white
15103,small vehicle,sedan,silver/grey
30403,small vehicle,sedan,white
14226,small vehicle,sedan,white
21403,small vehicle,hatchback,white
21315,small vehicle,sedan,white
37700,small vehicle,sedan,white
16670,small vehicle,sedan,yellow
18290,small vehicle,sedan,white
30622,small vehicle,minivan,white
35804,small vehicle,hatchback,white
20529,small vehicle,sedan,white
31336,small vehicle,sedan,yellow
22199,small vehicle,hatchback,white
19542,small vehicle,sedan,yellow
18531,small vehicle,sedan,yellow
22604,small vehicle,jeep,white
25135,small vehicle,hatchback,green
13719,large vehicle,light truck,white
12111,large vehicle,light truck,white
16291,large vehicle,light truck,white
33034,large vehicle,light truck,white
31297,small vehicle,sedan,white
19225,small vehicle,sedan,white
32702,small vehicle,hatchback,silver/grey
39556,small vehicle,sedan,white
16000,small vehicle,hatchback,white
36532,large vehicle,light truck,yellow
22935,large vehicle,light truck,black
19273,small vehicle,van,white
31184,small vehicle,pickup,silver/grey
36265,small vehicle,hatchback,white
37715,small vehicle,sedan,white
12406,small vehicle,sedan,white
35878,small vehicle,hatchback,white
19561,small vehicle,van,yellow
19318,small vehicle,pickup,white
24368,small vehicle,sedan,white
32971,small vehicle,hatchback,white
26667,small vehicle,sedan,white
21873,small vehicle,pickup,white
17407,large vehicle,light truck,silver/grey
12302,small vehicle,sedan,blue
16109,small vehicle,sedan,white
10468,small vehicle,sedan,black
20373,small vehicle,hatchback,white
25747,small vehicle,sedan,white
22287,small vehicle,jeep,white
24527,small vehicle,sedan,white
13293,small vehicle,sedan,white
21662,small vehicle,hatchback,white
23020,small vehicle,hatchback,white
25625,small vehicle,jeep,white
20589,small vehicle,hatchback,white
30704,large vehicle,truck,white
33465,small vehicle,van,white
13077,small vehicle,pickup,white
38422,small vehicle,sedan,white
37791,small vehicle,hatchback,white
37237,small vehicle,hatchback,silver/grey
18002,small vehicle,sedan,white
20420,small vehicle,sedan,red
18057,small vehicle,sedan,white
38536,small vehicle,van,other
17975,small vehicle,sedan,white
18742,small vehicle,sedan,white
22470,small vehicle,sedan,white
30841,small vehicle,van,white
31244,small vehicle,sedan,black
33244,small vehicle,hatchback,silver/grey
11689,small vehicle,sedan,silver/grey
24415,small vehicle,sedan,silver/grey
12416,small vehicle,hatchback,black
37169,small vehicle,jeep,silver/grey
27190,small vehicle,sedan,silver/grey
17766,small vehicle,hatchback,white
14283,small vehicle,jeep,white
29617,small vehicle,sedan,silver/grey
36494,small vehicle,sedan,white
31326,small vehicle,jeep,silver/grey
14411,small vehicle,jeep,white
28751,small vehicle,jeep,black
21372,small vehicle,hatchback,silver/grey
19999,small vehicle,hatchback,silver/grey
28066,small vehicle,hatchback,silver/grey
30245,small vehicle,sedan,silver/grey
19249,small vehicle,sedan,blue
24658,small vehicle,sedan,white
32690,small vehicle,sedan,white
27945,small vehicle,sedan,white
11863,small vehicle,sedan,other
12755,small vehicle,hatchback,blue
27788,small vehicle,hatchback,red
26070,small vehicle,jeep,silver/grey
11939,small vehicle,sedan,silver/grey
36955,small vehicle,hatchback,silver/grey
17865,small vehicle,hatchback,silver/grey
36163,small vehicle,sedan,other
34768,small vehicle,sedan,green
32014,small vehicle,sedan,silver/grey
14233,small vehicle,hatchback,blue
14661,small vehicle,sedan,black
34113,small vehicle,sedan,other
39877,small vehicle,sedan,white
32774,small vehicle,sedan,red
21572,small vehicle,sedan,silver/grey
15618,small vehicle,sedan,white
31582,small vehicle,sedan,white
23739,small vehicle,jeep,silver/grey
10981,small vehicle,minivan,white
27286,small vehicle,sedan,white
31876,small vehicle,sedan,red
18019,small vehicle,sedan,blue
31300,small vehicle,jeep,white
10687,small vehicle,sedan,silver/grey
15271,small vehicle,sedan,black
14065,small vehicle,sedan,silver/grey
13297,small vehicle,van,white
30864,small vehicle,sedan,silver/grey
29670,small vehicle,sedan,blue
29205,small vehicle,hatchback,black
27678,small vehicle,sedan,white
22225,small vehicle,sedan,silver/grey
21614,small vehicle,sedan,white
32355,small vehicle,sedan,silver/grey
39796,small vehicle,hatchback,silver/grey
33789,small vehicle,hatchback,red
34530,small vehicle,sedan,green
27055,small vehicle,hatchback,red
32829,small vehicle,hatchback,silver/grey
18098,small vehicle,sedan,silver/grey
38773,small vehicle,hatchback,silver/grey
15981,small vehicle,sedan,silver/grey
30429,small vehicle,sedan,white
29355,small vehicle,hatchback,silver/grey
27308,small vehicle,hatchback,green
29302,small vehicle,sedan,white
11906,small vehicle,sedan,black
33392,small vehicle,sedan,black
27115,small vehicle,sedan,silver/grey
29275,small vehicle,sedan,silver/grey
34022,small vehicle,hatchback,silver/grey
10226,small vehicle,sedan,silver/grey
17051,small vehicle,hatchback,silver/grey
23074,small vehicle,sedan,silver/grey
29649,small vehicle,sedan,silver/grey
21603,small vehicle,sedan,white
23341,small vehicle,hatchback,silver/grey
22260,small vehicle,sedan,silver/grey
26469,small vehicle,sedan,white
37437,small vehicle,hatchback,white
20376,small vehicle,sedan,silver/grey
27859,small vehicle,sedan,blue
36388,small vehicle,sedan,white
31830,small vehicle,pickup,silver/grey
15895,small vehicle,sedan,white
19405,small vehicle,van,yellow
19337,small vehicle,jeep,silver/grey
27439,small vehicle,sedan,silver/grey
19304,small vehicle,sedan,white
10526,small vehicle,hatchback,silver/grey
20039,small vehicle,hatchback,blue
21551,small vehicle,sedan,silver/grey
18699,small vehicle,hatchback,other
22796,small vehicle,sedan,white
31818,small vehicle,sedan,silver/grey
35764,small vehicle,jeep,black
17582,small vehicle,sedan,silver/grey
17412,small vehicle,hatchback,black
24165,small vehicle,jeep,silver/grey
38923,large vehicle,truck,white
18160,small vehicle,minivan,black
15613,small vehicle,hatchback,silver/grey
10134,small vehicle,hatchback,green
26329,small vehicle,sedan,white
19592,small vehicle,sedan,white
17360,small vehicle,sedan,other
35751,small vehicle,sedan,blue
37815,small vehicle,jeep,silver/grey
19418,small vehicle,hatchback,blue
30965,small vehicle,sedan,silver/grey
35016,small vehicle,sedan,silver/grey
27657,small vehicle,sedan,silver/grey
16470,small vehicle,minivan,silver/grey
36691,small vehicle,sedan,white
11557,small vehicle,hatchback,white
28097,small vehicle,hatchback,white
23933,small vehicle,jeep,white
20966,small vehicle,hatchback,white
23065,small vehicle,sedan,silver/grey
25136,small vehicle,sedan,white
31833,small vehicle,sedan,white
16764,small vehicle,jeep,white
10346,small vehicle,sedan,blue
27623,small vehicle,sedan,silver/grey
31522,small vehicle,sedan,silver/grey
37876,small vehicle,sedan,white
17703,small vehicle,sedan,silver/grey
24733,small vehicle,hatchback,white
21661,small vehicle,sedan,silver/grey
28867,small vehicle,hatchback,white
11785,small vehicle,jeep,silver/grey
16466,small vehicle,hatchback,white
12762,small vehicle,sedan,white
20358,small vehicle,sedan,white
20913,small vehicle,sedan,black
23865,small vehicle,sedan,white
13600,small vehicle,hatchback,other
14920,small vehicle,hatchback,black
18462,small vehicle,hatchback,silver/grey
38799,small vehicle,jeep,white
12711,small vehicle,sedan,white
34616,small vehicle,sedan,silver/grey
26455,small vehicle,pickup,white
10413,small vehicle,sedan,silver/grey
31946,small vehicle,sedan,black
28219,small vehicle,jeep,white
11964,small vehicle,hatchback,silver/grey
34909,small vehicle,sedan,black
31417,small vehicle,sedan,silver/grey
12095,small vehicle,sedan,white
23922,small vehicle,sedan,silver/grey
26584,small vehicle,sedan,blue
19587,small vehicle,hatchback,white
37460,small vehicle,sedan,silver/grey
30914,small vehicle,sedan,silver/grey
15365,small vehicle,minivan,blue
36504,small vehicle,jeep,silver/grey
12092,small vehicle,jeep,silver/grey
10811,small vehicle,hatchback,silver/grey
36226,small vehicle,sedan,silver/grey
35691,small vehicle,hatchback,blue
19044,small vehicle,sedan,white
27517,small vehicle,hatchback,white
38020,small vehicle,sedan,white
16752,small vehicle,hatchback,white
29898,small vehicle,sedan,silver/grey
26735,small vehicle,sedan,silver/grey
32371,small vehicle,sedan,blue
33685,small vehicle,sedan,white
27774,small vehicle,sedan,white
35647,small vehicle,sedan,blue
26649,small vehicle,sedan,silver/grey
19320,small vehicle,hatchback,white
37215,small vehicle,jeep,silver/grey
30940,small vehicle,sedan,silver/grey
23714,small vehicle,hatchback,blue
20539,small vehicle,jeep,silver/grey
27462,small vehicle,hatchback,white
37749,small vehicle,hatchback,blue
32461,small vehicle,sedan,silver/grey
38445,small vehicle,sedan,silver/grey
30468,small vehicle,hatchback,other
22800,small vehicle,hatchback,black
14799,small vehicle,hatchback,black
13213,small vehicle,sedan,white
20839,small vehicle,hatchback,blue
34495,small vehicle,sedan,white
23637,small vehicle,hatchback,silver/grey
31988,small vehicle,hatchback,white
22988,small vehicle,sedan,black
34006,small vehicle,sedan,other
23710,small vehicle,sedan,silver/grey
18183,small vehicle,hatchback,white
26923,small vehicle,sedan,silver/grey
12879,small vehicle,hatchback,white
14095,small vehicle,sedan,silver/grey
14744,small vehicle,hatchback,white
32341,small vehicle,sedan,silver/grey
20806,small vehicle,hatchback,silver/grey
15184,small vehicle,sedan,black
26101,small vehicle,sedan,blue
21444,small vehicle,sedan,black
11342,small vehicle,sedan,silver/grey
14721,small vehicle,minivan,white
21345,small vehicle,van,silver/grey
24586,small vehicle,jeep,silver/grey
28358,small vehicle,sedan,silver/grey
27245,small vehicle,minivan,white
22953,small vehicle,sedan,white
11264,small vehicle,sedan,green
38005,small vehicle,sedan,silver/grey
20448,small vehicle,sedan,silver/grey
13631,small vehicle,sedan,white
36359,small vehicle,hatchback,white
21521,small vehicle,jeep,white
17883,small vehicle,sedan,silver/grey
36523,small vehicle,hatchback,blue
37240,small vehicle,jeep,white
30108,small vehicle,sedan,white
12781,small vehicle,sedan,silver/grey
33938,small vehicle,hatchback,silver/grey
36217,small vehicle,sedan,silver/grey
29594,small vehicle,sedan,other
28177,small vehicle,hatchback,blue
19007,small vehicle,hatchback,silver/grey
26335,small vehicle,hatchback,black
17427,small vehicle,sedan,silver/grey
17044,small vehicle,jeep,black
38260,small vehicle,jeep,white
27287,small vehicle,sedan,white
15025,small vehicle,hatchback,other
33917,small vehicle,sedan,silver/grey
15633,small vehicle,van,white
39212,small vehicle,sedan,silver/grey
13625,small vehicle,sedan,silver/grey
14576,small vehicle,hatchback,white
15457,small vehicle,hatchback,green
29325,small vehicle,hatchback,green
31415,small vehicle,jeep,white
11491,small vehicle,hatchback,silver/grey
29532,small vehicle,hatchback,white
34799,small vehicle,van,white
27110,small vehicle,sedan,silver/grey
34313,small vehicle,jeep,silver/grey
23688,small vehicle,sedan,silver/grey
23493,small vehicle,sedan,white
34456,small vehicle,jeep,white
18143,small vehicle,sedan,silver/grey
39335,small vehicle,hatchback,silver/grey
36936,small vehicle,jeep,white
38021,small vehicle,jeep,silver/grey
21849,small vehicle,sedan,silver/grey
16986,small vehicle,sedan,red
11096,large vehicle,truck,white
10843,small vehicle,sedan,white
28771,small vehicle,hatchback,black
28765,small vehicle,jeep,red
20024,small vehicle,jeep,silver/grey
25897,small vehicle,sedan,silver/grey
36130,small vehicle,sedan,silver/grey
28376,small vehicle,jeep,silver/grey
26278,small vehicle,sedan,silver/grey
19610,small vehicle,hatchback,white
14479,small vehicle,hatchback,silver/grey
29023,small vehicle,sedan,silver/grey
31613,small vehicle,hatchback,other
34873,small vehicle,sedan,silver/grey
26865,small vehicle,jeep,silver/grey
13060,small vehicle,minivan,white
29254,small vehicle,sedan,white
37010,small vehicle,sedan,silver/grey
28752,small vehicle,sedan,silver/grey
14346,small vehicle,sedan,silver/grey
36832,small vehicle,sedan,white
30727,small vehicle,sedan,silver/grey
28995,small vehicle,hatchback,green
10989,small vehicle,sedan,white
24501,small vehicle,hatchback,silver/grey
11790,small vehicle,sedan,white
21600,small vehicle,sedan,silver/grey
26522,small vehicle,sedan,silver/grey
22814,small vehicle,sedan,silver/grey
13209,small vehicle,sedan,blue
26010,small vehicle,jeep,silver/grey
25476,small vehicle,sedan,black
